"Variable code","Variable name","Province","Citizenship","Year","Estimate","± 1 standard error"
"POTNTL","Potential hunters","Nova Scotia","All hunters","2001","6228","204"
"POTNTL","Potential hunters","Northwest Territories","All hunters","2001","197","17"
"POTNTL","Potential hunters","Nunavut","All hunters","2001","6","4"
"POTNTL","Potential hunters","Ontario","All hunters","2001","58082","590"
"POTNTL","Potential hunters","Prince Edward Island","All hunters","2001","3002","146"
"POTNTL","Potential hunters","Quebec","All hunters","2001","28962","417"
"POTNTL","Potential hunters","Saskatchewan","All hunters","2001","19518","389"
"POTNTL","Potential hunters","Yukon Territory","All hunters","2001","226","17"
"POTNTL","Potential hunters","Alberta","All hunters","2002","18003","361"
"POTNTL","Potential hunters","British Columbia","All hunters","2002","6989","137"
"POTNTL","Potential hunters","Manitoba","All hunters","2002","14736","347"
"POTNTL","Potential hunters","New Brunswick","All hunters","2002","5984","136"
"POTNTL","Potential hunters","Newfoundland and Labrador","All hunters","2002","15753","284"
"POTNTL","Potential hunters","Nova Scotia","All hunters","2002","5885","129"
"POTNTL","Potential hunters","Northwest Territories","All hunters","2002","232","26"
"POTNTL","Potential hunters","Nunavut","All hunters","2002","9","2"
"POTNTL","Potential hunters","Ontario","All hunters","2002","56369","694"
"POTNTL","Potential hunters","Prince Edward Island","All hunters","2002","2852","116"
"POTNTL","Potential hunters","Quebec","All hunters","2002","28522","323"
"POTNTL","Potential hunters","Saskatchewan","All hunters","2002","17932","390"
"POTNTL","Potential hunters","Yukon Territory","All hunters","2002","203","45"
"POTNTL","Potential hunters","Alberta","All hunters","2003","18515","321"
"POTNTL","Potential hunters","British Columbia","All hunters","2003","6098","122"
"POTNTL","Potential hunters","Manitoba","All hunters","2003","15054","346"
"POTNTL","Potential hunters","New Brunswick","All hunters","2003","5843","145"
"POTNTL","Potential hunters","Newfoundland and Labrador","All hunters","2003","15380","266"
"POTNTL","Potential hunters","Nova Scotia","All hunters","2003","5526","137"
"POTNTL","Potential hunters","Northwest Territories","All hunters","2003","175","46"
"POTNTL","Potential hunters","Nunavut","All hunters","2003","36","35"
"POTNTL","Potential hunters","Ontario","All hunters","2003","56253","684"
"POTNTL","Potential hunters","Prince Edward Island","All hunters","2003","2791","100"
"POTNTL","Potential hunters","Quebec","All hunters","2003","29298","322"
"POTNTL","Potential hunters","Saskatchewan","All hunters","2003","19683","361"
"POTNTL","Potential hunters","Yukon Territory","All hunters","2003","134","40"
"POTNTL","Potential hunters","Alberta","All hunters","2004","18662","367"
"POTNTL","Potential hunters","British Columbia","All hunters","2004","5716","119"
"POTNTL","Potential hunters","Manitoba","All hunters","2004","14076","382"
"POTNTL","Potential hunters","New Brunswick","All hunters","2004","5661","146"
"POTNTL","Potential hunters","Newfoundland and Labrador","All hunters","2004","14645","287"
"POTNTL","Potential hunters","Nova Scotia","All hunters","2004","5416","130"
"POTNTL","Potential hunters","Northwest Territories","All hunters","2004","181","28"
"POTNTL","Potential hunters","Ontario","All hunters","2004","55076","737"
"POTNTL","Potential hunters","Prince Edward Island","All hunters","2004","2210","101"
"POTNTL","Potential hunters","Quebec","All hunters","2004","28824","347"
"POTNTL","Potential hunters","Saskatchewan","All hunters","2004","19802","442"
"POTNTL","Potential hunters","Yukon Territory","All hunters","2004","167","38"
"POTNTL","Potential hunters","Alberta","All hunters","2005","19380","391"
"POTNTL","Potential hunters","British Columbia","All hunters","2005","5605","120"
"POTNTL","Potential hunters","Manitoba","All hunters","2005","13976","332"
"POTNTL","Potential hunters","New Brunswick","All hunters","2005","5581","155"
"POTNTL","Potential hunters","Newfoundland and Labrador","All hunters","2005","13595","277"
"POTNTL","Potential hunters","Nova Scotia","All hunters","2005","5100","148"
"POTNTL","Potential hunters","Northwest Territories","All hunters","2005","126","30"
"POTNTL","Potential hunters","Ontario","All hunters","2005","52314","707"
"POTNTL","Potential hunters","Prince Edward Island","All hunters","2005","2422","107"
"POTNTL","Potential hunters","Quebec","All hunters","2005","28735","390"
"POTNTL","Potential hunters","Saskatchewan","All hunters","2005","19926","425"
"POTNTL","Potential hunters","Yukon Territory","All hunters","2005","204","28"
"POTNTL","Potential hunters","Alberta","All hunters","2006","18922","396"
"POTNTL","Potential hunters","British Columbia","All hunters","2006","5284","113"
"POTNTL","Potential hunters","Manitoba","All hunters","2006","14336","365"
"POTNTL","Potential hunters","New Brunswick","All hunters","2006","5372","148"
"POTNTL","Potential hunters","Newfoundland and Labrador","All hunters","2006","14130","251"
"POTNTL","Potential hunters","Nova Scotia","All hunters","2006","5128","133"
"POTNTL","Potential hunters","Northwest Territories","All hunters","2006","147","28"
"POTNTL","Potential hunters","Ontario","All hunters","2006","53619","699"
"POTNTL","Potential hunters","Prince Edward Island","All hunters","2006","1813","80"
"POTNTL","Potential hunters","Quebec","All hunters","2006","28030","381"
"POTNTL","Potential hunters","Saskatchewan","All hunters","2006","20452","429"
"POTNTL","Potential hunters","Yukon Territory","All hunters","2006","128","45"
"POTNTL","Potential hunters","Alberta","All hunters","2007","20530","416"
"POTNTL","Potential hunters","British Columbia","All hunters","2007","5512","123"
"POTNTL","Potential hunters","Manitoba","All hunters","2007","13847","315"
"POTNTL","Potential hunters","New Brunswick","All hunters","2007","5430","160"
"POTNTL","Potential hunters","Newfoundland and Labrador","All hunters","2007","15609","234"
"POTNTL","Potential hunters","Nova Scotia","All hunters","2007","5249","164"
"POTNTL","Potential hunters","Northwest Territories","All hunters","2007","142","24"
"POTNTL","Potential hunters","Ontario","All hunters","2007","53447","693"
"POTNTL","Potential hunters","Prince Edward Island","All hunters","2007","1831","111"
"POTNTL","Potential hunters","Quebec","All hunters","2007","27428","379"
"POTNTL","Potential hunters","Saskatchewan","All hunters","2007","20354","438"
"POTNTL","Potential hunters","Yukon Territory","All hunters","2007","161","25"
"POTNTL","Potential hunters","Alberta","All hunters","2008","20517","458"
"POTNTL","Potential hunters","British Columbia","All hunters","2008","5839","137"
"POTNTL","Potential hunters","Manitoba","All hunters","2008","13103","378"
"POTNTL","Potential hunters","New Brunswick","All hunters","2008","5539","197"
"POTNTL","Potential hunters","Newfoundland and Labrador","All hunters","2008","16096","335"
"POTNTL","Potential hunters","Nova Scotia","All hunters","2008","5339","183"
"POTNTL","Potential hunters","Northwest Territories","All hunters","2008","190","51"
"POTNTL","Potential hunters","Ontario","All hunters","2008","54592","727"
"POTNTL","Potential hunters","Prince Edward Island","All hunters","2008","1785","103"
"POTNTL","Potential hunters","Quebec","All hunters","2008","29142","408"
"POTNTL","Potential hunters","Saskatchewan","All hunters","2008","19416","447"
"POTNTL","Potential hunters","Yukon Territory","All hunters","2008","162","26"
"POTNTL","Potential hunters","Alberta","All hunters","2009","19183","438"
"POTNTL","Potential hunters","British Columbia","All hunters","2009","6121","138"
"POTNTL","Potential hunters","Manitoba","All hunters","2009","12797","357"
"POTNTL","Potential hunters","New Brunswick","All hunters","2009","5677","190"
"POTNTL","Potential hunters","Newfoundland and Labrador","All hunters","2009","15578","341"
"POTNTL","Potential hunters","Nova Scotia","All hunters","2009","5030","170"
"POTNTL","Potential hunters","Northwest Territories","All hunters","2009","169","32"
"POTNTL","Potential hunters","Ontario","All hunters","2009","55575","782"
"POTNTL","Potential hunters","Prince Edward Island","All hunters","2009","2001","106"
"POTNTL","Potential hunters","Quebec","All hunters","2009","28662","410"
"POTNTL","Potential hunters","Saskatchewan","All hunters","2009","19040","457"
"POTNTL","Potential hunters","Yukon Territory","All hunters","2009","190","38"
"POTNTL","Potential hunters","Alberta","All hunters","2010","19817","471"
"POTNTL","Potential hunters","British Columbia","All hunters","2010","6020","132"
"POTNTL","Potential hunters","Manitoba","All hunters","2010","12702","323"
"POTNTL","Potential hunters","New Brunswick","All hunters","2010","5663","179"
"POTNTL","Potential hunters","Newfoundland and Labrador","All hunters","2010","15471","283"
"POTNTL","Potential hunters","Nova Scotia","All hunters","2010","5368","157"
"POTNTL","Potential hunters","Northwest Territories","All hunters","2010","200","44"
"POTNTL","Potential hunters","Nunavut","All hunters","2010","19","13"
"POTNTL","Potential hunters","Ontario","All hunters","2010","55442","779"
"POTNTL","Potential hunters","Prince Edward Island","All hunters","2010","2199","118"
"POTNTL","Potential hunters","Quebec","All hunters","2010","29125","418"
"POTNTL","Potential hunters","Saskatchewan","All hunters","2010","19080","449"
"POTNTL","Potential hunters","Yukon Territory","All hunters","2010","200","46"
"POTNTL","Potential hunters","Alberta","All hunters","2011","19700","506"
"POTNTL","Potential hunters","British Columbia","All hunters","2011","6002","174"
"POTNTL","Potential hunters","Manitoba","All hunters","2011","12027","351"
"POTNTL","Potential hunters","New Brunswick","All hunters","2011","5640","200"
"POTNTL","Potential hunters","Newfoundland and Labrador","All hunters","2011","15780","346"
"POTNTL","Potential hunters","Nova Scotia","All hunters","2011","5340","176"
"POTNTL","Potential hunters","Northwest Territories","All hunters","2011","163","64"
"POTNTL","Potential hunters","Ontario","All hunters","2011","56352","754"
"POTNTL","Potential hunters","Prince Edward Island","All hunters","2011","2088","147"
"POTNTL","Potential hunters","Quebec","All hunters","2011","28941","405"
"POTNTL","Potential hunters","Saskatchewan","All hunters","2011","19487","478"
"POTNTL","Potential hunters","Yukon Territory","All hunters","2011","171","43"
"POTNTL","Potential hunters","Alberta","All hunters","2012","20389","531"
"POTNTL","Potential hunters","British Columbia","All hunters","2012","6380","182"
"POTNTL","Potential hunters","Manitoba","All hunters","2012","12168","341"
"POTNTL","Potential hunters","New Brunswick","All hunters","2012","5890","212"
"POTNTL","Potential hunters","Newfoundland and Labrador","All hunters","2012","17041","385"
"POTNTL","Potential hunters","Nova Scotia","All hunters","2012","5617","191"
"POTNTL","Potential hunters","Northwest Territories","All hunters","2012","260","50"
"POTNTL","Potential hunters","Ontario","All hunters","2012","56351","854"
"POTNTL","Potential hunters","Prince Edward Island","All hunters","2012","2181","148"
"POTNTL","Potential hunters","Quebec","All hunters","2012","30251","455"
"POTNTL","Potential hunters","Saskatchewan","All hunters","2012","21625","511"
"POTNTL","Potential hunters","Yukon Territory","All hunters","2012","251","72"
"POTNTL","Potential hunters","Alberta","All hunters","2013","22162","564"
"POTNTL","Potential hunters","British Columbia","All hunters","2013","6753","205"
"POTNTL","Potential hunters","Manitoba","All hunters","2013","12602","483"
"POTNTL","Potential hunters","New Brunswick","All hunters","2013","6324","228"
"POTNTL","Potential hunters","Newfoundland and Labrador","All hunters","2013","17388","399"
"POTNTL","Potential hunters","Nova Scotia","All hunters","2013","5598","196"
"POTNTL","Potential hunters","Northwest Territories","All hunters","2013","240","60"
"POTNTL","Potential hunters","Ontario","All hunters","2013","61171","970"
"POTNTL","Potential hunters","Prince Edward Island","All hunters","2013","2117","139"
"POTNTL","Potential hunters","Quebec","All hunters","2013","30745","451"
"POTNTL","Potential hunters","Saskatchewan","All hunters","2013","22990","571"
"POTNTL","Potential hunters","Yukon Territory","All hunters","2013","259","23"
"POTNTL","Potential hunters","Alberta","All hunters","2014","22699","621"
"POTNTL","Potential hunters","British Columbia","All hunters","2014","7006","205"
"POTNTL","Potential hunters","Manitoba","All hunters","2014","9775","387"
"POTNTL","Potential hunters","New Brunswick","All hunters","2014","5955","234"
"POTNTL","Potential hunters","Newfoundland and Labrador","All hunters","2014","15754","425"
"POTNTL","Potential hunters","Nova Scotia","All hunters","2014","5169","195"
"POTNTL","Potential hunters","Northwest Territories","All hunters","2014","338","52"
"POTNTL","Potential hunters","Ontario","All hunters","2014","61425","1040"
"POTNTL","Potential hunters","Prince Edward Island","All hunters","2014","2122","128"
"POTNTL","Potential hunters","Quebec","All hunters","2014","30836","479"
"POTNTL","Potential hunters","Saskatchewan","All hunters","2014","23873","639"
"POTNTL","Potential hunters","Yukon Territory","All hunters","2014","314","47"
"POTNTL","Potential hunters","Alberta","All hunters","2015","23639","712"
"POTNTL","Potential hunters","British Columbia","All hunters","2015","7123","197"
"POTNTL","Potential hunters","Manitoba","All hunters","2015","12019","486"
"POTNTL","Potential hunters","New Brunswick","All hunters","2015","5491","228"
"POTNTL","Potential hunters","Newfoundland and Labrador","All hunters","2015","15037","356"
"POTNTL","Potential hunters","Nova Scotia","All hunters","2015","4969","196"
"POTNTL","Potential hunters","Northwest Territories","All hunters","2015","234","55"
"POTNTL","Potential hunters","Ontario","All hunters","2015","59754","1055"
"POTNTL","Potential hunters","Prince Edward Island","All hunters","2015","2133","150"
"POTNTL","Potential hunters","Quebec","All hunters","2015","29536","492"
"POTNTL","Potential hunters","Saskatchewan","All hunters","2015","23089","647"
"POTNTL","Potential hunters","Yukon Territory","All hunters","2015","298","60"
"POTNTL","Potential hunters","Alberta","All hunters","2016","24678","682"
"POTNTL","Potential hunters","British Columbia","All hunters","2016","6381","193"
"POTNTL","Potential hunters","Manitoba","All hunters","2016","11851","351"
"POTNTL","Potential hunters","New Brunswick","All hunters","2016","5542","219"
"POTNTL","Potential hunters","Newfoundland and Labrador","All hunters","2016","14536","341"
"POTNTL","Potential hunters","Nova Scotia","All hunters","2016","5053","172"
"POTNTL","Potential hunters","Northwest Territories","All hunters","2016","272","49"
"POTNTL","Potential hunters","Nunavut","All hunters","2016","12","12"
"POTNTL","Potential hunters","Ontario","All hunters","2016","57872","911"
"POTNTL","Potential hunters","Prince Edward Island","All hunters","2016","1829","150"
"POTNTL","Potential hunters","Quebec","All hunters","2016","29414","460"
"POTNTL","Potential hunters","Saskatchewan","All hunters","2016","22133","539"
"POTNTL","Potential hunters","Yukon Territory","All hunters","2016","257","46"
"POTNTL","Potential hunters","Alberta","All hunters","2017","23293","674"
"POTNTL","Potential hunters","British Columbia","All hunters","2017","6263","174"
"POTNTL","Potential hunters","Manitoba","All hunters","2017","9059","269"
"POTNTL","Potential hunters","New Brunswick","All hunters","2017","5102","204"
"POTNTL","Potential hunters","Newfoundland and Labrador","All hunters","2017","13668","323"
"POTNTL","Potential hunters","Nova Scotia","All hunters","2017","4478","165"
"POTNTL","Potential hunters","Northwest Territories","All hunters","2017","203","47"
"POTNTL","Potential hunters","Ontario","All hunters","2017","52737","877"
"POTNTL","Potential hunters","Prince Edward Island","All hunters","2017","1600","108"
"POTNTL","Potential hunters","Quebec","All hunters","2017","28417","497"
"POTNTL","Potential hunters","Saskatchewan","All hunters","2017","20897","561"
"POTNTL","Potential hunters","Yukon Territory","All hunters","2017","294","172"
"POTNTL","Potential hunters","Alberta","All hunters","2018","24035","624"
"POTNTL","Potential hunters","British Columbia","All hunters","2018","6413","178"
"POTNTL","Potential hunters","Manitoba","All hunters","2018","9003","254"
"POTNTL","Potential hunters","New Brunswick","All hunters","2018","4924","182"
"POTNTL","Potential hunters","Newfoundland and Labrador","All hunters","2018","12826","287"
"POTNTL","Potential hunters","Nova Scotia","All hunters","2018","4375","158"
"POTNTL","Potential hunters","Northwest Territories","All hunters","2018","239","61"
"POTNTL","Potential hunters","Ontario","All hunters","2018","50955","792"
"POTNTL","Potential hunters","Prince Edward Island","All hunters","2018","1514","105"
"POTNTL","Potential hunters","Quebec","All hunters","2018","27877","447"
"POTNTL","Potential hunters","Saskatchewan","All hunters","2018","20406","541"
"POTNTL","Potential hunters","Yukon Territory","All hunters","2018","272","64"
"RAILK","Rail harvest","Alberta","All hunters","1991","34","30"
"RAILK","Rail harvest","Manitoba","All hunters","1991","111","99"
"RAILK","Rail harvest","Ontario","All hunters","1991","136","109"
"RAILK","Rail harvest","Quebec","All hunters","1991","101","74"
"RAILK","Rail harvest","Saskatchewan","All hunters","1991","12","11"
"RAILK","Rail harvest","Alberta","All hunters","1992","51","48"
"RAILK","Rail harvest","British Columbia","All hunters","1992","154","128"
"RAILK","Rail harvest","Manitoba","All hunters","1992","13","8"
"RAILK","Rail harvest","Newfoundland and Labrador","All hunters","1992","82","60"
"RAILK","Rail harvest","Nova Scotia","All hunters","1992","120","103"
"RAILK","Rail harvest","Ontario","All hunters","1992","69","68"
"RAILK","Rail harvest","Manitoba","All hunters","1993","29","24"
"RAILK","Rail harvest","Newfoundland and Labrador","All hunters","1993","52","50"
"RAILK","Rail harvest","Nova Scotia","All hunters","1993","32","30"
"RAILK","Rail harvest","Ontario","All hunters","1993","88","65"
"RAILK","Rail harvest","Quebec","All hunters","1993","87","55"
"RAILK","Rail harvest","Saskatchewan","All hunters","1993","18","17"
"RAILK","Rail harvest","Alberta","All hunters","1994","16","16"
"RAILK","Rail harvest","Manitoba","All hunters","1994","498","482"
"RAILK","Rail harvest","New Brunswick","All hunters","1994","20","20"
"RAILK","Rail harvest","Newfoundland and Labrador","All hunters","1994","108","106"
"RAILK","Rail harvest","Nova Scotia","All hunters","1994","51","50"
"RAILK","Rail harvest","Ontario","All hunters","1994","517","456"
"RAILK","Rail harvest","Quebec","All hunters","1994","20","20"
"RAILK","Rail harvest","Saskatchewan","All hunters","1994","377","276"
"RAILK","Rail harvest","Alberta","All hunters","1995","3","2"
"RAILK","Rail harvest","Newfoundland and Labrador","All hunters","1995","23","22"
"RAILK","Rail harvest","Ontario","All hunters","1995","25","19"
"RAILK","Rail harvest","Quebec","All hunters","1995","82","62"
"RAILK","Rail harvest","Alberta","All hunters","1996","19","18"
"RAILK","Rail harvest","Manitoba","All hunters","1996","15","14"
"RAILK","Rail harvest","Newfoundland and Labrador","All hunters","1996","188","182"
"RAILK","Rail harvest","Ontario","All hunters","1996","40","25"
"RAILK","Rail harvest","Quebec","All hunters","1996","69","53"
"RAILK","Rail harvest","Saskatchewan","All hunters","1996","184","170"
"RAILK","Rail harvest","Alberta","All hunters","1997","24","23"
"RAILK","Rail harvest","Manitoba","All hunters","1997","72","53"
"RAILK","Rail harvest","Newfoundland and Labrador","All hunters","1997","21","20"
"RAILK","Rail harvest","Quebec","All hunters","1997","16","15"
"RAILK","Rail harvest","Alberta","All hunters","1998","120","80"
"RAILK","Rail harvest","Newfoundland and Labrador","All hunters","1998","3814","3692"
"RAILK","Rail harvest","Ontario","All hunters","1998","237","123"
"RAILK","Rail harvest","Prince Edward Island","All hunters","1998","14","13"
"RAILK","Rail harvest","Quebec","All hunters","1998","196","117"
"RAILK","Rail harvest","Ontario","All hunters","1999","64","43"
"RAILK","Rail harvest","Quebec","All hunters","1999","113","97"
"RAILK","Rail harvest","Manitoba","All hunters","2000","47","44"
"RAILK","Rail harvest","Ontario","All hunters","2000","422","187"
"RAILK","Rail harvest","Quebec","All hunters","2000","162","99"
"RAILK","Rail harvest","Alberta","All hunters","2001","57","35"
"RAILK","Rail harvest","Manitoba","All hunters","2001","20","15"
"RAILK","Rail harvest","Ontario","All hunters","2001","195","98"
"RAILK","Rail harvest","Quebec","All hunters","2001","82","79"
"RAILK","Rail harvest","British Columbia","All hunters","2002","328","247"
"RAILK","Rail harvest","New Brunswick","All hunters","2002","790","545"
"RAILK","Rail harvest","Newfoundland and Labrador","All hunters","2002","29","28"
"RAILK","Rail harvest","Nova Scotia","All hunters","2002","25","18"
"RAILK","Rail harvest","Ontario","All hunters","2002","276","101"
"RAILK","Rail harvest","Quebec","All hunters","2002","527","205"
"RAILK","Rail harvest","Saskatchewan","All hunters","2002","72","47"
"RAILK","Rail harvest","Ontario","All hunters","2003","197","136"
"RAILK","Rail harvest","Quebec","All hunters","2003","21","13"
"RAILK","Rail harvest","New Brunswick","All hunters","2004","12","11"
"RAILK","Rail harvest","Newfoundland and Labrador","All hunters","2004","509","499"
"RAILK","Rail harvest","Ontario","All hunters","2004","23","22"
"RAILK","Rail harvest","Quebec","All hunters","2004","38","28"
"RAILK","Rail harvest","New Brunswick","All hunters","2005","11","11"
"RAILK","Rail harvest","Newfoundland and Labrador","All hunters","2005","173","124"
"RAILK","Rail harvest","Ontario","All hunters","2005","133","90"
"RAILK","Rail harvest","Quebec","All hunters","2005","1289","1211"
"RAILK","Rail harvest","Alberta","All hunters","2006","368","269"
"RAILK","Rail harvest","Ontario","All hunters","2006","285","226"
"RAILK","Rail harvest","Quebec","All hunters","2006","74","61"
"RAILK","Rail harvest","Ontario","All hunters","2007","106","62"
"RAILK","Rail harvest","Ontario","All hunters","2009","101","78"
"RAILK","Rail harvest","Ontario","All hunters","2011","113","101"
"RAILK","Rail harvest","Ontario","All hunters","2015","164","144"
"RAILK","Rail harvest","Ontario","All hunters","2017","335","233"
"RAILK","Rail harvest","Ontario","All hunters","2018","44","31"
"SNIPK","Snipe harvest","Alberta","All hunters","1969","45","28"
"SNIPK","Snipe harvest","British Columbia","All hunters","1969","310","89"
"SNIPK","Snipe harvest","Manitoba","All hunters","1969","62","23"
"SNIPK","Snipe harvest","New Brunswick","All hunters","1969","64","21"
"SNIPK","Snipe harvest","Newfoundland and Labrador","All hunters","1969","541","146"
"SNIPK","Snipe harvest","Nova Scotia","All hunters","1969","226","52"
"SNIPK","Snipe harvest","Ontario","All hunters","1969","141","52"
"SNIPK","Snipe harvest","Prince Edward Island","All hunters","1969","41","13"
"SNIPK","Snipe harvest","Quebec","All hunters","1969","1419","291"
"SNIPK","Snipe harvest","Saskatchewan","All hunters","1969","32","20"
"SNIPK","Snipe harvest","Alberta","All hunters","1970","67","31"
"SNIPK","Snipe harvest","British Columbia","All hunters","1970","220","57"
"SNIPK","Snipe harvest","Manitoba","All hunters","1970","102","36"
"SNIPK","Snipe harvest","New Brunswick","All hunters","1970","14","6"
"SNIPK","Snipe harvest","Newfoundland and Labrador","All hunters","1970","396","99"
"SNIPK","Snipe harvest","Nova Scotia","All hunters","1970","155","46"
"SNIPK","Snipe harvest","Ontario","All hunters","1970","572","133"
"SNIPK","Snipe harvest","Prince Edward Island","All hunters","1970","35","12"
"SNIPK","Snipe harvest","Quebec","All hunters","1970","2306","460"
"SNIPK","Snipe harvest","Alberta","All hunters","1971","517","147"
"SNIPK","Snipe harvest","British Columbia","All hunters","1971","143","53"
"SNIPK","Snipe harvest","Manitoba","All hunters","1971","96","42"
"SNIPK","Snipe harvest","New Brunswick","All hunters","1971","54","22"
"SNIPK","Snipe harvest","Newfoundland and Labrador","All hunters","1971","482","109"
"SNIPK","Snipe harvest","Nova Scotia","All hunters","1971","296","68"
"SNIPK","Snipe harvest","Ontario","All hunters","1971","673","319"
"SNIPK","Snipe harvest","Prince Edward Island","All hunters","1971","82","32"
"SNIPK","Snipe harvest","Quebec","All hunters","1971","1813","412"
"SNIPK","Snipe harvest","Saskatchewan","All hunters","1971","229","94"
"SNIPK","Snipe harvest","British Columbia","All hunters","1972","842","287"
"SNIPK","Snipe harvest","Manitoba","All hunters","1972","18","18"
"SNIPK","Snipe harvest","New Brunswick","All hunters","1972","53","27"
"SNIPK","Snipe harvest","Newfoundland and Labrador","All hunters","1972","909","333"
"SNIPK","Snipe harvest","Nova Scotia","All hunters","1972","109","67"
"SNIPK","Snipe harvest","Ontario","All hunters","1972","637","245"
"SNIPK","Snipe harvest","Prince Edward Island","All hunters","1972","42","23"
"SNIPK","Snipe harvest","Quebec","All hunters","1972","1041","238"
"SNIPK","Snipe harvest","Saskatchewan","All hunters","1972","20","20"
"SNIPK","Snipe harvest","Alberta","All hunters","1973","158","92"
"SNIPK","Snipe harvest","British Columbia","All hunters","1973","221","144"
"SNIPK","Snipe harvest","Manitoba","All hunters","1973","106","64"
"SNIPK","Snipe harvest","New Brunswick","All hunters","1973","122","51"
"SNIPK","Snipe harvest","Newfoundland and Labrador","All hunters","1973","861","248"
"SNIPK","Snipe harvest","Nova Scotia","All hunters","1973","121","52"
"SNIPK","Snipe harvest","Ontario","All hunters","1973","62","62"
"SNIPK","Snipe harvest","Prince Edward Island","All hunters","1973","13","12"
"SNIPK","Snipe harvest","Quebec","All hunters","1973","1790","470"
"SNIPK","Snipe harvest","Saskatchewan","All hunters","1973","47","47"
"SNIPK","Snipe harvest","Alberta","All hunters","1974","402","189"
"SNIPK","Snipe harvest","British Columbia","All hunters","1974","16","15"
"SNIPK","Snipe harvest","Manitoba","All hunters","1974","232","183"
"SNIPK","Snipe harvest","New Brunswick","All hunters","1974","99","57"
"SNIPK","Snipe harvest","Newfoundland and Labrador","All hunters","1974","841","213"
"SNIPK","Snipe harvest","Nova Scotia","All hunters","1974","388","97"
"SNIPK","Snipe harvest","Ontario","All hunters","1974","397","204"
"SNIPK","Snipe harvest","Prince Edward Island","All hunters","1974","10","9"
"SNIPK","Snipe harvest","Quebec","All hunters","1974","2393","496"
"SNIPK","Snipe harvest","Saskatchewan","All hunters","1974","102","101"
"SNIPK","Snipe harvest","Alberta","All hunters","1975","137","73"
"SNIPK","Snipe harvest","British Columbia","All hunters","1975","456","142"
"SNIPK","Snipe harvest","Manitoba","All hunters","1975","94","46"
"SNIPK","Snipe harvest","New Brunswick","All hunters","1975","122","53"
"SNIPK","Snipe harvest","Newfoundland and Labrador","All hunters","1975","717","136"
"SNIPK","Snipe harvest","Nova Scotia","All hunters","1975","394","102"
"SNIPK","Snipe harvest","Ontario","All hunters","1975","420","260"
"SNIPK","Snipe harvest","Prince Edward Island","All hunters","1975","103","79"
"SNIPK","Snipe harvest","Quebec","All hunters","1975","1813","342"
"SNIPK","Snipe harvest","Saskatchewan","All hunters","1975","127","69"
"SNIPK","Snipe harvest","Alberta","All hunters","1976","540","250"
"SNIPK","Snipe harvest","British Columbia","All hunters","1976","243","102"
"SNIPK","Snipe harvest","Manitoba","All hunters","1976","14","13"
"SNIPK","Snipe harvest","New Brunswick","All hunters","1976","71","37"
"SNIPK","Snipe harvest","Newfoundland and Labrador","All hunters","1976","781","246"
"SNIPK","Snipe harvest","Nova Scotia","All hunters","1976","260","90"
"SNIPK","Snipe harvest","Northwest Territories","All hunters","1976","8","6"
"SNIPK","Snipe harvest","Ontario","All hunters","1976","640","255"
"SNIPK","Snipe harvest","Prince Edward Island","All hunters","1976","19","18"
"SNIPK","Snipe harvest","Quebec","All hunters","1976","2768","451"
"SNIPK","Snipe harvest","Saskatchewan","All hunters","1976","15","14"
"SNIPK","Snipe harvest","Alberta","All hunters","1977","446","163"
"SNIPK","Snipe harvest","British Columbia","All hunters","1977","183","70"
"SNIPK","Snipe harvest","Manitoba","All hunters","1977","45","34"
"SNIPK","Snipe harvest","New Brunswick","All hunters","1977","55","24"
"SNIPK","Snipe harvest","Newfoundland and Labrador","All hunters","1977","846","209"
"SNIPK","Snipe harvest","Nova Scotia","All hunters","1977","167","53"
"SNIPK","Snipe harvest","Ontario","All hunters","1977","515","202"
"SNIPK","Snipe harvest","Prince Edward Island","All hunters","1977","67","51"
"SNIPK","Snipe harvest","Quebec","All hunters","1977","1223","255"
"SNIPK","Snipe harvest","Saskatchewan","All hunters","1977","190","95"
"SNIPK","Snipe harvest","Alberta","All hunters","1978","626","364"
"SNIPK","Snipe harvest","British Columbia","All hunters","1978","207","104"
"SNIPK","Snipe harvest","Manitoba","All hunters","1978","68","47"
"SNIPK","Snipe harvest","New Brunswick","All hunters","1978","140","55"
"SNIPK","Snipe harvest","Newfoundland and Labrador","All hunters","1978","771","222"
"SNIPK","Snipe harvest","Nova Scotia","All hunters","1978","133","64"
"SNIPK","Snipe harvest","Ontario","All hunters","1978","497","197"
"SNIPK","Snipe harvest","Prince Edward Island","All hunters","1978","109","93"
"SNIPK","Snipe harvest","Quebec","All hunters","1978","1762","307"
"SNIPK","Snipe harvest","Saskatchewan","All hunters","1978","12","11"
"SNIPK","Snipe harvest","Yukon Territory","All hunters","1978","2","1"
"SNIPK","Snipe harvest","Alberta","All hunters","1979","369","138"
"SNIPK","Snipe harvest","British Columbia","All hunters","1979","64","31"
"SNIPK","Snipe harvest","Manitoba","All hunters","1979","215","140"
"SNIPK","Snipe harvest","New Brunswick","All hunters","1979","51","24"
"SNIPK","Snipe harvest","Newfoundland and Labrador","All hunters","1979","828","290"
"SNIPK","Snipe harvest","Nova Scotia","All hunters","1979","284","139"
"SNIPK","Snipe harvest","Ontario","All hunters","1979","369","196"
"SNIPK","Snipe harvest","Quebec","All hunters","1979","1361","291"
